0.000387147	0.000967867	0.00135501	0.00193573	0.00271003	0.00309717	0.00387147	0.00464576	0.00503291	0.00542005	0.00600077	0.00638792	0.00696864	0.00735579	0.00774293	0.0087108	0.00929152	0.00987224	0.0102594	0.0110337	0.0114208	0.011808	0.0125823	0.0135501	0.0137437	0.0141309	0.0143244	0.014518	0.0149051	0.0152923	0.0156794	0.015873	0.0162602	0.0168409	0.0168409	0.0168409	0.017228	0.0174216	0.018583	0.0187766	0.0191638	0.0193573	0.0201316	0.0203252	0.0205188	0.0207123	0.0210995	0.0222609	0.0226481	0.0232288	0.0241967	0.0245838	0.0255517	0.0267131	0.0272938	0.027681	0.0286489	0.0292296	0.0298103	0.0300039	0.0300039	0.030391	0.0309717	0.0315525	0.0319396	0.0321332	0.0327139	0.0327139	0.0329075	0.0336818	0.0338753	0.0344561	0.0358111	0.0367789	0.0375532	0.038134	0.0387147	0.0391018	0.0396825	0.0406504	0.0414247	0.042199	0.0429733	0.043554	0.0439412	0.0441347	0.0445219	0.044909	0.044909	0.0456833	0.0460705	0.0464576	0.0468448	0.0474255	0.0485869	0.0491676	0.0497484	0.0501355	0.0509098	0.0514905	0.0516841	0.0522648	0.0530391	0.0534262	0.0534262	0.0543941	0.0545877	0.0545877	0.0549748	0.0559427	0.0563298	0.0563298	0.0563298	0.0565234	0.0565234	0.056717	0.0569106	0.0571041	0.0572977	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0574913	0.0576849	0.0576849	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0578784	0.0582656	0.0582656	0.0582656	0.0582656	0.0582656	0.0582656	0.0582656	0.0582656	0.0582656	0.0582656	0.0584592	
0.000193573	0.000774293	0.00174216	0.00212931	0.00271003	0.00309717	0.00367789	0.00425861	0.00445219	0.00503291	0.00561363	0.0058072	0.00696864	0.00735579	0.00813008	0.00851723	0.00909795	0.00967867	0.0102594	0.0108401	0.0120015	0.0121951	0.0127758	0.0133566	0.0135501	0.0135501	0.0137437	0.0143244	0.014518	0.014518	0.0150987	0.0152923	0.015873	0.0162602	0.0164537	0.0168409	0.017228	0.0176152	0.018583	0.0191638	0.0193573	0.0205188	0.0207123	0.0210995	0.0216802	0.0222609	0.0230352	0.0232288	0.0234224	0.0238095	0.0241967	0.0251645	0.0269067	0.0280681	0.0286489	0.0296167	0.0298103	0.030391	0.0311653	0.0313589	0.0313589	0.0321332	0.0323268	0.0323268	0.0329075	0.0334882	0.0338753	0.0340689	0.0342625	0.0346496	0.0354239	0.0361982	0.0373597	0.0385211	0.039489	0.0400697	0.0402633	0.0412311	0.0416183	0.0423926	0.0429733	0.0431669	0.0437476	0.0445219	0.0447154	0.044909	0.0452962	0.0458769	0.0470383	0.047619	0.0480062	0.0485869	0.0495548	0.0499419	0.0507162	0.0518777	0.052652	0.0528455	0.0536198	0.0538134	0.0543941	0.0545877	0.0551684	0.0551684	0.0557491	0.0563298	0.0569106	0.0569106	0.0574913	0.0576849	0.0578784	0.0582656	0.0582656	0.0586527	0.0586527	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0598142	0.0600077	0.0600077	0.0600077	0.0600077	0.0600077	0.0602013	0.0602013	0.0602013	0.0602013	0.0602013	0.0602013	
0.000193573	0.000774293	0.00116144	0.00174216	0.00212931	0.00271003	0.00348432	0.00445219	0.00464576	0.00561363	0.00561363	0.00638792	0.00677507	0.00754936	0.00793651	0.0087108	0.00909795	0.00967867	0.00987224	0.0102594	0.0110337	0.0120015	0.0125823	0.0129694	0.0135501	0.0137437	0.0139373	0.014518	0.014518	0.0149051	0.0150987	0.015873	0.015873	0.0162602	0.0166473	0.0170345	0.0176152	0.0176152	0.018583	0.0187766	0.0191638	0.0195509	0.0197445	0.0199381	0.0199381	0.0209059	0.0210995	0.0220674	0.0224545	0.023616	0.0241967	0.0251645	0.0261324	0.026326	0.0271003	0.0282617	0.0286489	0.0288424	0.0294232	0.0298103	0.030391	0.0307782	0.0311653	0.0315525	0.0323268	0.0327139	0.0332946	0.0334882	0.0338753	0.0344561	0.0348432	0.0356175	0.0371661	0.0385211	0.039489	0.0406504	0.0410376	0.0414247	0.042199	0.0427797	0.0429733	0.0433604	0.0437476	0.044909	0.0452962	0.0456833	0.0456833	0.0468448	0.0478126	0.0485869	0.0491676	0.0497484	0.0505226	0.0507162	0.0512969	0.052652	0.0528455	0.0542005	0.0542005	0.0543941	0.0551684	0.056717	0.0569106	0.0569106	0.0574913	0.0576849	0.0584592	0.0588463	0.0590399	0.0592334	0.0600077	0.0602013	0.0603949	0.0605885	0.0609756	0.0613628	0.0613628	0.0615563	0.0615563	0.0615563	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0619435	0.0619435	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	
0.000387147	0.000967867	0.00116144	0.00154859	0.00232288	0.00271003	0.00309717	0.00329075	0.00406504	0.00464576	0.00522648	0.00542005	0.0058072	0.00619435	0.00677507	0.00735579	0.00813008	0.00851723	0.00909795	0.00948509	0.0100658	0.010453	0.0110337	0.0112273	0.0114208	0.0116144	0.0121951	0.0125823	0.0127758	0.0133566	0.0141309	0.014518	0.0150987	0.0152923	0.0162602	0.0170345	0.0174216	0.0176152	0.018583	0.0187766	0.0187766	0.0189702	0.0193573	0.0199381	0.0203252	0.0205188	0.0209059	0.0214866	0.0220674	0.0228417	0.0234224	0.0240031	0.0251645	0.0255517	0.026326	0.0267131	0.0274874	0.0280681	0.0284553	0.0288424	0.0292296	0.0292296	0.0298103	0.030391	0.030391	0.0307782	0.0309717	0.0313589	0.0321332	0.0327139	0.0332946	0.0342625	0.0352304	0.0361982	0.0367789	0.0377468	0.038134	0.0385211	0.0392954	0.039489	0.0402633	0.040844	0.042199	0.0429733	0.043554	0.0439412	0.0439412	0.0452962	0.046264	0.0472319	0.0478126	0.0483933	0.0491676	0.0495548	0.0499419	0.0509098	0.0512969	0.0516841	0.0518777	0.0522648	0.052652	0.0536198	0.0542005	0.0545877	0.0547813	0.0555556	0.0559427	0.0563298	0.0563298	0.0565234	0.056717	0.0569106	0.0574913	0.0576849	0.0578784	0.0584592	0.0586527	0.0586527	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0588463	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0598142	0.0598142	
0.000193573	0.000774293	0.00116144	0.00135501	0.00212931	0.00271003	0.00309717	0.00348432	0.00406504	0.00445219	0.00503291	0.00561363	0.00619435	0.00716221	0.00774293	0.00793651	0.00832365	0.00909795	0.00929152	0.0100658	0.010453	0.0108401	0.0110337	0.0114208	0.0121951	0.0129694	0.0135501	0.0139373	0.0141309	0.0147116	0.0149051	0.0160666	0.0164537	0.0168409	0.0170345	0.017228	0.0178087	0.0181959	0.0189702	0.0191638	0.0199381	0.0201316	0.0210995	0.0212931	0.0216802	0.0220674	0.0222609	0.0232288	0.0234224	0.0241967	0.0247774	0.0253581	0.0267131	0.027681	0.0288424	0.0298103	0.0305846	0.0307782	0.0311653	0.0319396	0.0323268	0.0327139	0.0329075	0.033101	0.0334882	0.0340689	0.0344561	0.0348432	0.0348432	0.0356175	0.0360046	0.0365854	0.0373597	0.0383275	0.0398761	0.0404568	0.0412311	0.0416183	0.0420054	0.0423926	0.0429733	0.043554	0.0443283	0.0447154	0.0454897	0.0466512	0.0470383	0.0478126	0.0487805	0.0497484	0.0505226	0.0509098	0.0514905	0.0518777	0.052652	0.0530391	0.0534262	0.054007	0.0545877	0.0551684	0.0559427	0.0563298	0.0571041	0.0578784	0.0582656	0.0586527	0.0592334	0.059427	0.0596206	0.0600077	0.0602013	0.0602013	0.0605885	0.060782	0.0609756	0.0611692	0.0611692	0.0611692	0.0611692	0.0611692	0.0611692	0.0611692	0.0611692	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0619435	0.0619435	0.0619435	0.0619435	0.0619435	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.0623306	0.0623306	
0.000193573	0.000774293	0.00116144	0.00135501	0.00212931	0.00271003	0.00309717	0.00348432	0.00406504	0.00445219	0.00503291	0.00561363	0.00619435	0.00716221	0.00774293	0.00793651	0.00832365	0.00909795	0.00929152	0.0100658	0.010453	0.0108401	0.0110337	0.0114208	0.0121951	0.0129694	0.0135501	0.0139373	0.0141309	0.0147116	0.0149051	0.0160666	0.0164537	0.0168409	0.0170345	0.017228	0.0178087	0.0181959	0.0189702	0.0191638	0.0199381	0.0201316	0.0210995	0.0212931	0.0216802	0.0220674	0.0222609	0.0232288	0.0234224	0.0241967	0.0247774	0.0253581	0.0267131	0.027681	0.0288424	0.0298103	0.0305846	0.0307782	0.0311653	0.0319396	0.0323268	0.0327139	0.0329075	0.033101	0.0334882	0.0340689	0.0344561	0.0348432	0.0348432	0.0356175	0.0360046	0.0365854	0.0373597	0.0383275	0.0398761	0.0404568	0.0412311	0.0416183	0.0420054	0.0423926	0.0429733	0.043554	0.0443283	0.0447154	0.0454897	0.0466512	0.0470383	0.0478126	0.0487805	0.0497484	0.0505226	0.0509098	0.0514905	0.0518777	0.052652	0.0530391	0.0534262	0.054007	0.0545877	0.0551684	0.0559427	0.0563298	0.0571041	0.0578784	0.0582656	0.0586527	0.0592334	0.059427	0.0596206	0.0600077	0.0602013	0.0602013	0.0605885	0.060782	0.0609756	0.0611692	0.0611692	0.0611692	0.0611692	0.0611692	0.0611692	0.0611692	0.0611692	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0619435	0.0619435	0.0619435	0.0619435	0.0619435	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.0623306	0.0623306	
0.000193573	0.000774293	0.00116144	0.00135501	0.00212931	0.00271003	0.00309717	0.00348432	0.00406504	0.00445219	0.00503291	0.00561363	0.00619435	0.00716221	0.00774293	0.00793651	0.00832365	0.00909795	0.00929152	0.0100658	0.010453	0.0108401	0.0110337	0.0114208	0.0121951	0.0129694	0.0135501	0.0139373	0.0141309	0.0147116	0.0149051	0.0160666	0.0164537	0.0168409	0.0170345	0.017228	0.0178087	0.0181959	0.0189702	0.0191638	0.0199381	0.0201316	0.0210995	0.0212931	0.0216802	0.0220674	0.0222609	0.0232288	0.0234224	0.0241967	0.0247774	0.0253581	0.0267131	0.027681	0.0288424	0.0298103	0.0305846	0.0307782	0.0311653	0.0319396	0.0323268	0.0327139	0.0329075	0.033101	0.0334882	0.0340689	0.0344561	0.0348432	0.0348432	0.0356175	0.0360046	0.0365854	0.0373597	0.0383275	0.0398761	0.0404568	0.0412311	0.0416183	0.0420054	0.0423926	0.0429733	0.043554	0.0443283	0.0447154	0.0454897	0.0466512	0.0470383	0.0478126	0.0487805	0.0497484	0.0505226	0.0509098	0.0514905	0.0518777	0.052652	0.0530391	0.0534262	0.054007	0.0545877	0.0551684	0.0559427	0.0563298	0.0571041	0.0578784	0.0582656	0.0586527	0.0592334	0.059427	0.0596206	0.0600077	0.0602013	0.0602013	0.0605885	0.060782	0.0609756	0.0611692	0.0611692	0.0611692	0.0611692	0.0611692	0.0611692	0.0611692	0.0611692	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0615563	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0619435	0.0619435	0.0619435	0.0619435	0.0619435	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.0623306	0.0623306	
0.000193573	0.000387147	0.000967867	0.00154859	0.00174216	0.00212931	0.00271003	0.00329075	0.00387147	0.00483933	0.00503291	0.00561363	0.00600077	0.00696864	0.00774293	0.00813008	0.00890437	0.00890437	0.00948509	0.0102594	0.0108401	0.0116144	0.0123887	0.0127758	0.0133566	0.0137437	0.0141309	0.0149051	0.0154859	0.0156794	0.0156794	0.015873	0.0166473	0.017228	0.0176152	0.0181959	0.018583	0.0191638	0.0199381	0.0201316	0.0210995	0.0214866	0.0222609	0.0226481	0.0230352	0.023616	0.0243902	0.0245838	0.0251645	0.0259388	0.0265196	0.027681	0.0284553	0.029036	0.0298103	0.0305846	0.031746	0.0327139	0.0329075	0.0336818	0.0342625	0.0346496	0.0352304	0.0358111	0.0360046	0.0360046	0.0361982	0.0363918	0.0365854	0.0373597	0.0383275	0.0387147	0.0391018	0.0398761	0.0412311	0.0416183	0.0420054	0.0427797	0.0429733	0.0433604	0.0437476	0.0443283	0.0452962	0.0460705	0.0464576	0.0470383	0.047619	0.0485869	0.0489741	0.0499419	0.0514905	0.0518777	0.0530391	0.0536198	0.0551684	0.0559427	0.056717	0.0572977	0.0576849	0.058072	0.0590399	0.0592334	0.0598142	0.0598142	0.0598142	0.0603949	0.0603949	0.0609756	0.0615563	0.0615563	0.0619435	0.0623306	0.0629113	0.0631049	0.0640728	0.0640728	0.0640728	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0642664	0.0644599	0.0644599	0.0644599	0.0644599	0.0644599	0.0644599	0.0644599	0.0644599	0.0644599	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0646535	0.0648471	0.0648471	0.0648471	0.0648471	0.0648471	0.0650407	0.0650407	0.0650407	0.0650407	0.0650407	0.0650407	0.0650407	0.0650407	0.0650407	0.0654278	
0.000193573	0.00058072	0.00116144	0.00174216	0.00271003	0.00329075	0.00367789	0.00425861	0.00464576	0.00503291	0.00542005	0.0058072	0.00600077	0.00677507	0.00735579	0.00813008	0.0087108	0.00929152	0.00948509	0.00967867	0.00967867	0.010453	0.0106465	0.0110337	0.0116144	0.0120015	0.0125823	0.0127758	0.0129694	0.0135501	0.0141309	0.0147116	0.0150987	0.0156794	0.0164537	0.0168409	0.0174216	0.0178087	0.0187766	0.0189702	0.0193573	0.0195509	0.0199381	0.0203252	0.0205188	0.0209059	0.0214866	0.0222609	0.0228417	0.0232288	0.0243902	0.0253581	0.0265196	0.0269067	0.027681	0.0280681	0.029036	0.0294232	0.0296167	0.030391	0.0313589	0.0313589	0.031746	0.0321332	0.033101	0.0334882	0.0338753	0.0340689	0.0344561	0.0352304	0.0361982	0.0367789	0.0371661	0.038134	0.0387147	0.0392954	0.0400697	0.0406504	0.0410376	0.0416183	0.042199	0.0431669	0.0441347	0.0447154	0.0458769	0.046264	0.0472319	0.0480062	0.0483933	0.0491676	0.0493612	0.0495548	0.0501355	0.0505226	0.0511034	0.0514905	0.0514905	0.0524584	0.0528455	0.0538134	0.0543941	0.0549748	0.0555556	0.0561363	0.056717	0.058072	0.0582656	0.0584592	0.0586527	0.0588463	0.059427	0.0598142	0.0598142	0.0600077	0.0611692	0.0611692	0.0611692	0.0611692	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0613628	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0617499	0.0619435	0.0619435	0.0619435	0.0619435	0.0619435	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.062137	0.0623306	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	
0.000193573	0.000387147	0.000967867	0.00154859	0.00232288	0.00271003	0.00329075	0.00367789	0.00425861	0.00483933	0.00561363	0.00600077	0.00677507	0.00716221	0.00754936	0.00813008	0.00851723	0.00890437	0.00967867	0.0102594	0.0110337	0.0114208	0.011808	0.0121951	0.0125823	0.0129694	0.0135501	0.0141309	0.0143244	0.0143244	0.014518	0.0156794	0.015873	0.0160666	0.0166473	0.0176152	0.0180023	0.018583	0.0195509	0.0199381	0.0201316	0.0207123	0.0210995	0.0214866	0.0224545	0.0232288	0.023616	0.0240031	0.0247774	0.0253581	0.0261324	0.0265196	0.0272938	0.027681	0.0288424	0.0296167	0.0298103	0.0301974	0.0305846	0.0311653	0.0319396	0.0327139	0.033101	0.0332946	0.0336818	0.0340689	0.0342625	0.0352304	0.0354239	0.0358111	0.0363918	0.0363918	0.0371661	0.0383275	0.0392954	0.0400697	0.0410376	0.0412311	0.0416183	0.0423926	0.0427797	0.0433604	0.0445219	0.0454897	0.0460705	0.0466512	0.0472319	0.0480062	0.0489741	0.0501355	0.0509098	0.0516841	0.0522648	0.0530391	0.0534262	0.0542005	0.0551684	0.055362	0.0557491	0.0559427	0.0569106	0.0574913	0.0578784	0.0584592	0.0586527	0.0586527	0.0586527	0.0588463	0.0600077	0.0605885	0.0605885	0.060782	0.0609756	0.0609756	0.0617499	0.062137	0.0623306	0.0623306	0.0623306	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0625242	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0629113	0.0631049	0.0632985	0.0632985	0.0632985	0.0632985	0.0632985	0.0632985	0.0632985	0.0632985	0.0632985	0.0632985	
0.00058072	0.00116144	0.00154859	0.00212931	0.00271003	0.00329075	0.00348432	0.00387147	0.00425861	0.00483933	0.00503291	0.00542005	0.00600077	0.00658149	0.00754936	0.00813008	0.00832365	0.00890437	0.00948509	0.0102594	0.0106465	0.0108401	0.0114208	0.0116144	0.0123887	0.0125823	0.0125823	0.013163	0.0133566	0.0135501	0.0141309	0.0143244	0.0150987	0.0150987	0.0152923	0.0156794	0.0160666	0.0162602	0.0170345	0.0180023	0.0183895	0.018583	0.0193573	0.0201316	0.0203252	0.0205188	0.0209059	0.0216802	0.0222609	0.0226481	0.0241967	0.0247774	0.0257453	0.0269067	0.027681	0.0282617	0.0284553	0.0292296	0.0298103	0.0301974	0.0307782	0.0313589	0.0315525	0.0321332	0.0321332	0.033101	0.0334882	0.0340689	0.0340689	0.0344561	0.0348432	0.0356175	0.0367789	0.0373597	0.0385211	0.0391018	0.039489	0.0398761	0.0402633	0.0404568	0.0412311	0.0418118	0.042199	0.0429733	0.0441347	0.0443283	0.0447154	0.0452962	0.046264	0.0468448	0.0468448	0.0474255	0.047619	0.0483933	0.0491676	0.0491676	0.0495548	0.0495548	0.0505226	0.0512969	0.0520712	0.0532327	0.054007	0.054007	0.0545877	0.0547813	0.0551684	0.0555556	0.0561363	0.056717	0.0569106	0.0571041	0.0572977	0.0574913	0.0578784	0.058072	0.0586527	0.0586527	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0590399	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.0592334	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.059427	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0596206	0.0600077	0.0600077	0.0600077	0.0600077	0.0600077	0.0600077	0.0600077	0.0602013	0.0602013	0.0602013	0.0602013	
